"id","title","search_term","file_title","image_url","source_url","license","license_url","artist","status"
"62","Coltsfoot Tincture (Tussilago farfara)","Tussilago farfara","File:Tussilago farfara - Rouge Park.jpg","https://upload.wikimedia.org/wikipedia/commons/2/27/Tussilago_farfara_-_Rouge_Park.jpg","https://commons.wikimedia.org/wiki/File:Tussilago_farfara_-_Rouge_Park.jpg","CC BY-SA 2.5 ca","https://creativecommons.org/licenses/by-sa/2.5/ca/deed.en","The Cosmonaut","found"
"63","Chicory Root Coffee (Cichorium intybus)","Cichorium intybus","File:Cichorium intybus-alvesgaspar1.jpg","https://upload.wikimedia.org/wikipedia/commons/8/80/Cichorium_intybus-alvesgaspar1.jpg","https://commons.wikimedia.org/wiki/File:Cichorium_intybus-alvesgaspar1.jpg","CC BY 2.5","https://creativecommons.org/licenses/by/2.5","Alvesgaspar","found"
"64","Motherwort Syrup (Leonurus cardiaca)","Leonurus cardiaca","File:Leonurus cardiaca Samarsky20140814 47.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b5/Leonurus_cardiaca_Samarsky20140814_47.jpg","https://commons.wikimedia.org/wiki/File:Leonurus_cardiaca_Samarsky20140814_47.jpg","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","Bff","found"
"65","Icelandic Moss and Licorice Lozenges","Icelandic Moss and Licorice Lozenges","File:Materia medica and therapeutics - a manual for students and practitioners (IA materiamedicathe00warn).pdf","https://upload.wikimedia.org/wikipedia/commons/e/e4/Materia_medica_and_therapeutics_-_a_manual_for_students_and_practitioners_%28IA_materiamedicathe00warn%29.pdf","https://commons.wikimedia.org/wiki/File:Materia_medica_and_therapeutics_-_a_manual_for_students_and_practitioners_(IA_materiamedicathe00warn).pdf","Public domain","","Warner, Levi F., 1822-1889","found"
"66","Birch Leaf Infusion (Betula pendula)","Betula pendula","File:Intertwined roots of two birches next to Myrstigen hiking trail in Brastad.jpg","https://upload.wikimedia.org/wikipedia/commons/4/48/Intertwined_roots_of_two_birches_next_to_Myrstigen_hiking_trail_in_Brastad.jpg","https://commons.wikimedia.org/wiki/File:Intertwined_roots_of_two_birches_next_to_Myrstigen_hiking_trail_in_Brastad.jpg","CC BY 4.0","https://creativecommons.org/licenses/by/4.0","W.carter","found"
"67","Wild Pansy Decoction (Viola tricolor)","Viola tricolor","File:Viola tricolor LC0041.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f8/Viola_tricolor_LC0041.jpg","https://commons.wikimedia.org/wiki/File:Viola_tricolor_LC0041.jpg","CC BY-SA 2.0 de","https://creativecommons.org/licenses/by-sa/2.0/de/deed.en","Jörg Hempel","found"
"68","Thuja Tincture (Thuja occidentalis)","Thuja occidentalis","File:Lasius niger y Cinara tujafilina en Thuja orientalis.jpg","https://upload.wikimedia.org/wikipedia/commons/8/88/Lasius_niger_y_Cinara_tujafilina_en_Thuja_orientalis.jpg","https://commons.wikimedia.org/wiki/File:Lasius_niger_y_Cinara_tujafilina_en_Thuja_orientalis.jpg","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","Carlos Delgado","found"
"69","Raspberry Leaf Decoction (Rubus idaeus)","Rubus idaeus","File:Raspberry - whole (Rubus idaeus).jpg","https://upload.wikimedia.org/wikipedia/commons/9/99/Raspberry_-_whole_%28Rubus_idaeus%29.jpg","https://commons.wikimedia.org/wiki/File:Raspberry_-_whole_(Rubus_idaeus).jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Ivar Leidus","found"
"70","Caraway and Chamomile Infusion","Caraway and Chamomile Infusion","File:Materia medica for nurses; with an epitome of official drugs, preparations and chemicals, giving their medicinal uses and doses; and questions for self-examination (IA materiamedicafor00grof).pdf","https://upload.wikimedia.org/wikipedia/commons/f/f8/Materia_medica_for_nurses%3B_with_an_epitome_of_official_drugs%2C_preparations_and_chemicals%2C_giving_their_medicinal_uses_and_doses%3B_and_questions_for_self-examination_%28IA_materiamedicafor00grof%29.pdf","https://commons.wikimedia.org/wiki/File:Materia_medica_for_nurses;_with_an_epitome_of_official_drugs,_preparations_and_chemicals,_giving_their_medicinal_uses_and_doses;_and_questions_for_self-examination_(IA_materiamedicafor00grof).pdf","Public domain","","Groff, John Eldred, 1854- [from old catalog]","found"
"71","Vervain Tincture (Verbena officinalis)","Verbena officinalis","File:Verbena officinalis kz07.jpg","https://upload.wikimedia.org/wikipedia/commons/9/91/Verbena_officinalis_kz07.jpg","https://commons.wikimedia.org/wiki/File:Verbena_officinalis_kz07.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Krzysztof Ziarnek, Kenraiz","found"
"72","Marshmallow Syrup (Althaea officinalis)","Althaea officinalis","File:Althaea officinalis kz08.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fd/Althaea_officinalis_kz08.jpg","https://commons.wikimedia.org/wiki/File:Althaea_officinalis_kz08.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Krzysztof Ziarnek, Kenraiz","found"
"73","Plantain Infusion (Plantago major)","Plantago major","File:Broadleaf Plantain Spike.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6a/Broadleaf_Plantain_Spike.jpg","https://commons.wikimedia.org/wiki/File:Broadleaf_Plantain_Spike.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Sanjay Acharya","found"
"74","White Poplar Bud Tincture (Populus alba/nigra)","Populus alba/nigra","File:Populus nigra and Salix alba from Sidi Mimoun river.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f6/Populus_nigra_and_Salix_alba_from_Sidi_Mimoun_river.jpg","https://commons.wikimedia.org/wiki/File:Populus_nigra_and_Salix_alba_from_Sidi_Mimoun_river.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Mounir Neddi","found"
"75","Juniper Berry Wine (Juniperus communis)","Juniperus communis","File:Juniperus communis fruits - Keila.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1e/Juniperus_communis_fruits_-_Keila.jpg","https://commons.wikimedia.org/wiki/File:Juniperus_communis_fruits_-_Keila.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Ivar Leidus","found"
"76","Rose Hip Syrup (Rosa canina)","Rosa canina","File:Rosa canina focus stacked-20220522-RM-123334.jpg","https://upload.wikimedia.org/wikipedia/commons/5/58/Rosa_canina_focus_stacked-20220522-RM-123334.jpg","https://commons.wikimedia.org/wiki/File:Rosa_canina_focus_stacked-20220522-RM-123334.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Ermell","found"
"77","Betony and Rose Oil (Ear Drops)","Ear Drops","File:Ofloxacin Eye and Ear Drops Sterile.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b3/Ofloxacin_Eye_and_Ear_Drops_Sterile.jpg","https://commons.wikimedia.org/wiki/File:Ofloxacin_Eye_and_Ear_Drops_Sterile.jpg","CC0","http://creativecommons.org/publicdomain/zero/1.0/deed.en","Abdsomod","found"
"78","Hemp Agrimony Decoction (Eupatorium cannabinum)","Eupatorium cannabinum","File:Eupatorium cannabinum 2025-07-23-4.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7e/Eupatorium_cannabinum_2025-07-23-4.jpg","https://commons.wikimedia.org/wiki/File:Eupatorium_cannabinum_2025-07-23-4.jpg","CC BY 4.0","https://creativecommons.org/licenses/by/4.0","ReneeWrites","found"
"79","Rest Harrow Root Decoction (Ononis spinosa)","Ononis spinosa","File:Ononis spinosa 1.jpg","https://upload.wikimedia.org/wikipedia/commons/6/69/Ononis_spinosa_1.jpg","https://commons.wikimedia.org/wiki/File:Ononis_spinosa_1.jpg","CC BY-SA 3.0","http://creativecommons.org/licenses/by-sa/3.0/","Stemonitis at English Wikipedia","found"
"80","Oak Apple Decoction (Quercus gall)","Quercus gall","File:Oak apples - Keila.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d8/Oak_apples_-_Keila.jpg","https://commons.wikimedia.org/wiki/File:Oak_apples_-_Keila.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Ivar Leidus","found"
"81","Silverweed Tincture (Potentilla anserina)","Potentilla anserina","File:Potentilla anserina RF.jpg","https://upload.wikimedia.org/wikipedia/commons/2/25/Potentilla_anserina_RF.jpg","https://commons.wikimedia.org/wiki/File:Potentilla_anserina_RF.jpg","CC BY 4.0","https://creativecommons.org/licenses/by/4.0","Robert Flogaus-Faust","found"
"82","Angelica Root Honey Paste (Archangelica)","Archangelica","File:Engelwortel (Angelica archangelica). Locatie, Broeresleat. Súdwest-Fryslân. 12-08-2020. (actm.) 02.jpg","https://upload.wikimedia.org/wikipedia/commons/6/68/Engelwortel_%28Angelica_archangelica%29._Locatie%2C_Broeresleat._S%C3%BAdwest-Frysl%C3%A2n._12-08-2020._%28actm.%29_02.jpg","https://commons.wikimedia.org/wiki/File:Engelwortel_(Angelica_archangelica)._Locatie,_Broeresleat._S%C3%BAdwest-Frysl%C3%A2n._12-08-2020._(actm.)_02.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Agnes Monkelbaan","found"
"83","Red Poppy Syrup (Papaver rhoeas)","Papaver rhoeas","File:Poster papaver 3a.jpg","https://upload.wikimedia.org/wikipedia/commons/f/ff/Poster_papaver_3a.jpg","https://commons.wikimedia.org/wiki/File:Poster_papaver_3a.jpg","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","Alvesgaspar","found"
"84","White Horehound Decoction (Marrubium vulgare)","Marrubium vulgare","File:Marrubium vulgare - Köhler–s Medizinal-Pflanzen-224.jpg","https://upload.wikimedia.org/wikipedia/commons/8/84/Marrubium_vulgare_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-224.jpg","https://commons.wikimedia.org/wiki/File:Marrubium_vulgare_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-224.jpg","Public domain","","Franz Eugen Köhler, Köhler's Medizinal-Pflanzen","found"
"85","Mugwort Poultice (Artemisia vulgaris)","Artemisia vulgaris","File:2020 year. Herbarium. Artemisia vulgaris. img-020.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3e/2020_year._Herbarium._Artemisia_vulgaris._img-020.jpg","https://commons.wikimedia.org/wiki/File:2020_year._Herbarium._Artemisia_vulgaris._img-020.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Dmitry Makeev","found"
"86","Horsetail Root Poultice","Horsetail Root Poultice","File:The flowering plants, grasses, sedges, and ferns of Great Britain, and their allies, the club mosses, pepperworts and horsetails (IA floweringplantsg05pratiala).pdf","https://upload.wikimedia.org/wikipedia/commons/e/e3/The_flowering_plants%2C_grasses%2C_sedges%2C_and_ferns_of_Great_Britain%2C_and_their_allies%2C_the_club_mosses%2C_pepperworts_and_horsetails_%28IA_floweringplantsg05pratiala%29.pdf","https://commons.wikimedia.org/wiki/File:The_flowering_plants,_grasses,_sedges,_and_ferns_of_Great_Britain,_and_their_allies,_the_club_mosses,_pepperworts_and_horsetails_(IA_floweringplantsg05pratiala).pdf","Public domain","","Pratt, Anne, 1806-1893","found"
"87","Wild Thyme Oil (Thymus serpyllum)","Thymus serpyllum","File:Thymus serpyllum in Cardaillac (2).jpg","https://upload.wikimedia.org/wikipedia/commons/5/5f/Thymus_serpyllum_in_Cardaillac_%282%29.jpg","https://commons.wikimedia.org/wiki/File:Thymus_serpyllum_in_Cardaillac_(2).jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Krzysztof Golik","found"
"88","Pine Bud Syrup (Pinus sylvestris)","Pinus sylvestris","File:Wandeling over het Hulshorsterzand-Hulshorsterheide 07-03-2020. (d.j.b) 20.jpg","https://upload.wikimedia.org/wikipedia/commons/3/31/Wandeling_over_het_Hulshorsterzand-Hulshorsterheide_07-03-2020._%28d.j.b%29_20.jpg","https://commons.wikimedia.org/wiki/File:Wandeling_over_het_Hulshorsterzand-Hulshorsterheide_07-03-2020._(d.j.b)_20.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Dominicus Johannes Bergsma","found"
"89","Sloe Berry and Rose Hip Cordial","Sloe Berry and Rose Hip Cordial","File:Druggist's hand-book of American and foreign drugs, preparations, etc. (IA druggistshandboo00chen).pdf","https://upload.wikimedia.org/wikipedia/commons/4/4e/Druggist%27s_hand-book_of_American_and_foreign_drugs%2C_preparations%2C_etc._%28IA_druggistshandboo00chen%29.pdf","https://commons.wikimedia.org/wiki/File:Druggist%27s_hand-book_of_American_and_foreign_drugs,_preparations,_etc._(IA_druggistshandboo00chen).pdf","Public domain","","Cheney &amp; Myrick","found"
"90","Swiss Arnica Tincture (Arnica montana)","Arnica montana","File:Alpen Gelbling, Colias phicomone, Arnica montana 1.JPG","https://upload.wikimedia.org/wikipedia/commons/a/a3/Alpen_Gelbling%2C_Colias_phicomone%2C_Arnica_montana_1.JPG","https://commons.wikimedia.org/wiki/File:Alpen_Gelbling,_Colias_phicomone,_Arnica_montana_1.JPG","CC BY-SA 2.5","https://creativecommons.org/licenses/by-sa/2.5","Böhringer Friedrich","found"
"91","Mullein Flower Infusion (Verbascum thapsus)","Verbascum thapsus","File:Königskerze IMG 6063.jpg","https://upload.wikimedia.org/wikipedia/commons/5/57/K%C3%B6nigskerze_IMG_6063.jpg","https://commons.wikimedia.org/wiki/File:K%C3%B6nigskerze_IMG_6063.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Fischer.H","found"
"92","Elderflower Ointment (Sambucus nigra)","Sambucus nigra","File:Sambucus Nigra 'Guincho Purple'. Locatie, Tuinen Mien Ruys 03.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1e/Sambucus_Nigra_%27Guincho_Purple%27._Locatie%2C_Tuinen_Mien_Ruys_03.jpg","https://commons.wikimedia.org/wiki/File:Sambucus_Nigra_%27Guincho_Purple%27._Locatie,_Tuinen_Mien_Ruys_03.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Dominicus Johannes Bergsma","found"
"93","Pine Resin Salve (Colophonium)","Colophonium","File:Rosin.JPG","https://upload.wikimedia.org/wikipedia/commons/3/3e/Rosin.JPG","https://commons.wikimedia.org/wiki/File:Rosin.JPG","CC BY-SA 3.0","http://creativecommons.org/licenses/by-sa/3.0/","Image by Jibi44 Modified by historicair 12:29, 3 September 2007 (UTC)","found"
"94","Water Mint Oil (Mentha aquatica)","Mentha aquatica","File:Mentha aquatica LC0169.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6d/Mentha_aquatica_LC0169.jpg","https://commons.wikimedia.org/wiki/File:Mentha_aquatica_LC0169.jpg","CC BY-SA 3.0 de","https://creativecommons.org/licenses/by-sa/3.0/de/deed.en","Jörg Hempel","found"
"95","European Goldenrod Decoction (Solidago virgaurea)","Solidago virgaurea","File:Bombus cryptarum - Solidago virgaurea - Keila.jpg","https://upload.wikimedia.org/wikipedia/commons/3/32/Bombus_cryptarum_-_Solidago_virgaurea_-_Keila.jpg","https://commons.wikimedia.org/wiki/File:Bombus_cryptarum_-_Solidago_virgaurea_-_Keila.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Ivar Leidus","found"
"96","Horehound and Licorice Troches","Horehound and Licorice Troches","File:Hand book of pharmacy and therapeutics. Lilly (IA handbookofpharma00lill).pdf","https://upload.wikimedia.org/wikipedia/commons/d/d5/Hand_book_of_pharmacy_and_therapeutics._Lilly_%28IA_handbookofpharma00lill%29.pdf","https://commons.wikimedia.org/wiki/File:Hand_book_of_pharmacy_and_therapeutics._Lilly_(IA_handbookofpharma00lill).pdf","Public domain","","Lilly, Eli, &amp; company. Indianapolis. [from old catalog]","found"
"97","Burnet Saxifrage Tincture (Pimpinella major/saxifraga)","Pimpinella major/saxifraga","File:Pimpinella major Burnet Saxifraga დიდი გვრდელა.JPG","https://upload.wikimedia.org/wikipedia/commons/f/fd/Pimpinella_major_Burnet_Saxifraga_%E1%83%93%E1%83%98%E1%83%93%E1%83%98_%E1%83%92%E1%83%95%E1%83%A0%E1%83%93%E1%83%94%E1%83%9A%E1%83%90.JPG","https://commons.wikimedia.org/wiki/File:Pimpinella_major_Burnet_Saxifraga_%E1%83%93%E1%83%98%E1%83%93%E1%83%98_%E1%83%92%E1%83%95%E1%83%A0%E1%83%93%E1%83%94%E1%83%9A%E1%83%90.JPG","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Lazaregagnidze","found"
"98","Yarrow Steam Inhalation (Achillea millefolium)","Achillea millefolium","","","","","","","missing"
"99","Larch Resin Balm (Larix decidua)","Larix decidua","File:Bergtocht van Peio Paese naar Lago Covel in het Nationaal park Stelvio (Italië). Wond van een afgebroken tak. Europese larix (Larix decidua) 02.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1a/Bergtocht_van_Peio_Paese_naar_Lago_Covel_in_het_Nationaal_park_Stelvio_%28Itali%C3%AB%29._Wond_van_een_afgebroken_tak._Europese_larix_%28Larix_decidua%29_02.jpg","https://commons.wikimedia.org/wiki/File:Bergtocht_van_Peio_Paese_naar_Lago_Covel_in_het_Nationaal_park_Stelvio_(Itali%C3%AB)._Wond_van_een_afgebroken_tak._Europese_larix_(Larix_decidua)_02.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Dominicus Johannes Bergsma","found"
"100","Bogbean Infusion (Menyanthes trifoliata)","Menyanthes trifoliata","File:Menyanthes trifoliata Spechtensee 01.JPG","https://upload.wikimedia.org/wikipedia/commons/0/09/Menyanthes_trifoliata_Spechtensee_01.JPG","https://commons.wikimedia.org/wiki/File:Menyanthes_trifoliata_Spechtensee_01.JPG","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Uoaei1","found"
